step,iteration,mean_reward,best_reward,mean_loss,loss_objective,loss_critic,loss_entropy,fps,elapsed_s
6016,1,-14.1397066116333,-14.1397066116333,1.1352956180771192,0.0010914573418537633,1.1471093008915583,-0.012905145374437174,626.8597812322357,9.597042560577393
12032,2,-11.848992347717285,-11.848992347717285,1.007896596690019,-0.00014033023429268118,1.020869244635105,-0.012832326698116958,601.938899759015,19.988739728927612
18048,3,-9.119355201721191,-9.119355201721191,0.6101009773711363,0.0018507124976470852,0.6210085722307365,-0.012758307259840269,599.2226225027782,30.119023084640503
24064,4,-10.154458045959473,-9.119355201721191,0.6843376532196999,0.0006159345023291962,0.6964045157035191,-0.012682796820687752,591.6346687818293,40.67374897003174
30080,5,-10.86703872680664,-9.119355201721191,0.7713989535967509,-0.0003140958297606411,0.7843391840656598,-0.012626136102092763,593.142974042346,50.71289944648743
36096,6,-6.695195198059082,-6.695195198059082,0.5024980184932549,0.0007113697503777476,0.5142896644771099,-0.0125030183698982,596.3823196716769,60.524933099746704
42112,7,-7.220170021057129,-6.695195198059082,0.4755068406462669,-0.0005199119781088187,0.4886549147466818,-0.01262816252031674,599.6888310739995,70.22308540344238
48128,8,-5.333220481872559,-5.333220481872559,0.371240571141243,0.00019174536578612234,0.38362212826808295,-0.012573302125868697,601.0738638233619,80.0700261592865
54144,9,-4.7720489501953125,-4.7720489501953125,0.2399137753993273,-0.0026840386002715804,0.2550137939552466,-0.01241598087362945,603.0267531608224,89.78706121444702
60160,10,-3.06276535987854,-3.06276535987854,0.20169065855443477,0.00010649354869221769,0.21392688974738122,-0.012342725197474163,606.1466708722222,99.24990582466125
66176,11,-3.2450478076934814,-3.06276535987854,0.23305382020771503,-0.0007420487396293529,0.24606226148704688,-0.01226639225302885,607.7842791377957,108.88073658943176
72192,12,-3.9672343730926514,-3.06276535987854,0.19722999868293603,-0.0005362267836157138,0.21031528245657682,-0.01254905703632782,609.2210354042815,118.49886298179626
78208,13,-9.41744327545166,-3.06276535987854,0.710661651690801,-0.0006367952799867756,0.7237524161736171,-0.01245396890832732,609.9654997244569,128.2170877456665
84224,14,-9.894518852233887,-3.06276535987854,0.646161621560653,-0.0023459209087592784,0.660616547614336,-0.012109007709659636,607.7868195108578,138.57490372657776
90240,15,-7.1039347648620605,-3.06276535987854,0.41690303310751914,-0.002861745486797492,0.431792804847161,-0.012028026394546032,608.3400800577965,148.33808088302612
96256,16,-2.464169979095459,-2.464169979095459,0.23268106256922086,-0.0028604634337170863,0.24718613636990389,-0.011644609513071676,608.2105494434229,158.2609839439392
102272,17,-1.4505125284194946,-1.4505125284194946,0.20935488181809583,-0.0012793057002757754,0.22190105294187865,-0.011266866660056015,608.3140451676051,168.1236867904663
108288,18,0.27778133749961853,0.27778133749961853,0.13421556254227957,-0.004171173466679982,0.14933872738232215,-0.010951990579875807,606.904485030786,178.42675852775574
114304,19,-1.4384846687316895,0.27778133749961853,0.25279937175412975,-0.0025378087653924316,0.26601862323780856,-0.010681443420859674,605.1149867074137,188.89632964134216
120320,20,-1.6370320320129395,0.27778133749961853,0.4396875580151876,-0.0024164649336329484,0.4523177365461985,-0.010213715854721766,603.8903270741346,199.24147582054138
126336,21,1.2580654621124268,1.2580654621124268,0.3184139543523391,-0.00479273464212181,0.332795304308335,-0.009588615324658652,603.4984472378576,209.3393952846527
132352,22,5.076953887939453,5.076953887939453,0.24964760094881058,-0.0024791071262536407,0.2613390928755204,-0.009212383643413584,603.0206423629182,219.48170709609985
138368,23,10.043906211853027,10.043906211853027,0.2822197566429774,-0.000164096861719365,0.29129755633572735,-0.008913702424615621,603.6817526010358,229.20686173439026
144384,24,8.22689437866211,10.043906211853027,0.34670031890273095,-0.003593833914947838,0.35851655527949333,-0.008222402713727206,603.7048073260382,239.16324377059937
150400,25,17.442081451416016,17.442081451416016,0.32715667473773163,-0.0030973470650218124,0.3381240469714006,-0.007870024923856059,603.978980546832,249.0152883529663
156416,26,14.904084205627441,17.442081451416016,0.3284248833854993,-0.0030535594805087387,0.3391475295027097,-0.0076690874644555155,605.5118151008253,258.3203103542328
162432,27,14.426643371582031,17.442081451416016,0.46319076865911485,-0.0016824302021405983,0.4721653955678145,-0.007292194726566474,605.5083162550111,268.2572569847107
