step,iteration,mean_reward,best_reward,mean_loss,loss_objective,loss_critic,loss_entropy,fps,elapsed_s
6016,1,85.64439392089844,85.64439392089844,10.12750558455785,0.0003057034110158341,10.14010286728541,-0.012902953933613995,544.7565528668719,11.04346513748169
12032,2,162.25820922851562,162.25820922851562,11.882096068064373,0.0005825732463142923,11.894234077135723,-0.012720578885637223,559.6039162043633,21.500921726226807
18048,3,169.73519897460938,169.73519897460938,12.341650390625,0.0012436446702622562,12.353178024291992,-0.012771258650658032,558.0643681510427,32.34035539627075
24064,4,163.18162536621094,169.73519897460938,12.000732517242431,0.0009966510277118776,12.012438837687174,-0.01270300440179805,560.1864470095607,42.95712637901306
30080,5,175.3928985595703,175.3928985595703,11.328897484143575,0.0012267686593398313,11.34058264096578,-0.012911900707210103,558.6056393971727,53.84836435317993
36096,6,192.5673370361328,192.5673370361328,11.712476913134257,0.000712643201021516,11.724368524551391,-0.012604227398211758,562.0724320529126,64.2194812297821
42112,7,178.9085235595703,192.5673370361328,11.605220492680868,-0.0005451543718250962,11.618579371770222,-0.012813742218228678,560.9736459958085,75.06948018074036
48128,8,198.03343200683594,198.03343200683594,11.668838469187419,0.0019730164045819658,11.67954265276591,-0.01267717379766206,560.8642162829581,85.81043076515198
54144,9,174.1094512939453,198.03343200683594,12.574560046195984,0.0007218123444242034,12.586335508028666,-0.012497245683334768,563.1256063391879,96.14906406402588
60160,10,191.51544189453125,198.03343200683594,11.652910860379537,0.00013114295253601564,11.665243164698284,-0.012463461592172582,563.90235358357,106.6851372718811
66176,11,187.58453369140625,198.03343200683594,13.283568700154623,0.0003807210114495215,13.295861069361369,-0.012673116273557146,564.2937857767015,117.27224659919739
72192,12,177.86378479003906,198.03343200683594,14.110946607589721,0.00022232813107621042,14.123523799578349,-0.012799571182889243,562.9618689128433,128.23603868484497
78208,13,156.0468292236328,198.03343200683594,14.46109652519226,0.0003055219740445962,14.473439566294353,-0.01264859875664115,563.1713234237517,138.87070727348328
84224,14,155.68927001953125,198.03343200683594,15.239237435658772,0.000502607023948561,15.251237853368123,-0.012503073721503218,563.2164376591649,149.54109001159668
90240,15,127.54979705810547,198.03343200683594,14.72631475130717,0.0007350029050030571,14.738209629058838,-0.012629955013593038,563.9950381715515,160.00140762329102
96256,16,132.05825805664062,198.03343200683594,17.306696271896364,-0.0005712751000832424,17.319954220453898,-0.012686649593524635,563.2400188488808,170.8969476222992
102272,17,122.52173614501953,198.03343200683594,15.169237852096558,-0.000517833826537147,15.182369605700176,-0.012613864576754471,561.8761635582755,182.0187554359436
108288,18,135.59091186523438,198.03343200683594,15.755621790885925,-0.0001376336762553739,15.768283168474833,-0.012523793374809127,560.7016909001866,193.12943363189697
114304,19,129.5034942626953,198.03343200683594,15.200529408454894,0.0004143390566370956,15.212536255518595,-0.012421091917591791,560.0940488995847,204.08001160621643
120320,20,158.04727172851562,198.03343200683594,13.812103986740112,-0.0002770813631052249,13.824816886583964,-0.012435813643969595,560.0415137175585,214.8412163257599
126336,21,151.56236267089844,198.03343200683594,14.772146844863892,-7.050605007337118e-05,14.784800879160564,-0.012583547302832206,560.3843604228088,225.44526386260986
132352,22,179.7522735595703,198.03343200683594,12.883250840504964,-0.00039155658420309735,12.896073476473491,-0.012431004270911216,559.9338892516761,236.3707618713379
138368,23,173.18214416503906,198.03343200683594,13.368170738220215,0.0003079037124270082,13.38031210899353,-0.012449223672350247,559.7326974658687,247.20371103286743
144384,24,190.42013549804688,198.03343200683594,13.093724083900451,-0.00013278645190934653,13.106247528394062,-0.012390673882327974,559.0969890227153,258.244996547699
150400,25,204.80819702148438,204.80819702148438,12.323826797803243,-0.0002318535001620603,12.336292560895284,-0.01223393608815968,558.7796421751756,269.1579804420471
156416,26,185.12857055664062,204.80819702148438,12.758353002866109,0.00018624542230817332,12.770155851046244,-0.011989102318572501,558.6595354169432,279.9844808578491
162432,27,199.39089965820312,204.80819702148438,12.975304786364237,-0.00018985147869573875,12.987615402539571,-0.012120821513235569,558.6766365298794,290.7442147731781
168448,28,215.35983276367188,215.35983276367188,12.53688371181488,-0.000691087252240526,12.54974769751231,-0.012172905813592176,558.8758113044622,301.4050645828247
174464,29,227.38180541992188,227.38180541992188,11.93793596426646,0.0003647708860504917,11.94950655301412,-0.011935334481919805,558.3219693548003,312.4791958332062
180480,30,227.39645385742188,227.39645385742188,12.787181250254314,-0.0008504201450419302,12.800313250223796,-0.01228154356746624,558.0603091650396,323.40590620040894
186496,31,210.0765838623047,227.39645385742188,14.000343418121338,-0.0016689564000140914,14.014029757181804,-0.01201737168400238,557.8030260588222,334.3402442932129
192512,32,223.92544555664062,227.39645385742188,13.13257195154826,-0.00012653674871468585,13.144683957099915,-0.011985491643038889,557.8838016114527,345.0754430294037
198528,33,209.09457397460938,227.39645385742188,13.000219583511353,-0.000675806037666001,13.012782335281372,-0.011886995215900243,557.710318269527,355.96974539756775
204544,34,240.0634307861328,240.0634307861328,13.778418072064717,-0.0012106173772751102,13.791320427258809,-0.011691785293320815,558.0527055195311,366.53168773651123
210560,35,222.8157958984375,240.0634307861328,12.250950272878011,-0.0013593052630393601,12.264027754465738,-0.011718165323448678,557.9366422544696,377.39052081108093
216576,36,273.9095153808594,273.9095153808594,11.684031240145366,-0.0004893575548698514,11.69620459874471,-0.011683979886583984,558.3052935992336,387.9167947769165
222592,37,223.64369201660156,273.9095153808594,12.721993978818258,-0.0007958398840855807,12.7343479235967,-0.011558110166030625,558.0475035569383,398.8764371871948
228608,38,216.1331787109375,273.9095153808594,12.439560906092327,-0.0009418424619871117,12.452127162615458,-0.011624450601326922,558.1566512319157,409.5767729282379
234624,39,243.78768920898438,273.9095153808594,11.367549482981364,-0.0005649115039288777,11.379864056905111,-0.01174965143824617,558.1096362797298,420.39051961898804
240640,40,240.10604858398438,273.9095153808594,14.240057857831319,-0.0012657895616135248,14.25298056602478,-0.011656891492505869,557.8672306936851,431.35711646080017
246656,41,270.1673278808594,273.9095153808594,11.525678372383117,-0.0008276481721461263,11.538204288482666,-0.01169826438029607,557.7834870943352,442.2074258327484
