step,iteration,mean_reward,best_reward,mean_loss,loss_objective,loss_critic,loss_entropy,fps,elapsed_s
6016,1,-13.14310359954834,-13.14310359954834,1.1864505281051,9.277547377071945e-05,1.1990303546190262,-0.012672603138101597,601.8529636835284,9.995796918869019
12032,2,-11.360340118408203,-11.360340118408203,1.0798403809467951,0.0011440900838446547,1.0912474026282628,-0.0125511072576046,609.5005394890032,19.740753650665283
18048,3,-10.311971664428711,-10.311971664428711,0.9090157702565194,0.0007127715753211028,0.9209998468557994,-0.01269685011357069,610.9465621337995,29.54104518890381
24064,4,-11.634756088256836,-10.311971664428711,0.8483938520153363,0.0008655239857234894,0.8601523717244466,-0.012624041247181594,608.7546601516982,39.529882192611694
30080,5,-10.71384334564209,-10.311971664428711,0.6714028082787991,-0.00035707222586830084,0.6844211682677269,-0.012661289058936138,614.514826309807,48.94918513298035
36096,6,-9.430329322814941,-9.430329322814941,0.6918707214295864,0.0001834685339123195,0.7044456675648689,-0.012758415037145218,610.6882284176088,59.107083320617676
42112,7,-10.322297096252441,-9.430329322814941,0.7322414169708887,0.00010900356104887043,0.7449052289128304,-0.012772813819659253,611.6851800228271,68.84587264060974
48128,8,-9.492422103881836,-9.430329322814941,0.6157917487124602,-0.0016625620491718617,0.6303200205167134,-0.012865706339168052,615.0941906224823,78.24492692947388
54144,9,-7.699893474578857,-7.699893474578857,0.5322775922715663,9.835571119482707e-05,0.5449543205400308,-0.012775083049200475,614.7508435139399,88.07470631599426
60160,10,-5.755837917327881,-5.755837917327881,0.4761666330198447,-0.00023437869097971223,0.48915585950016977,-0.012754846860965093,615.4032560618547,97.75703883171082
66176,11,-5.26555871963501,-5.26555871963501,0.48609458828965824,-0.0008322562188321096,0.4996719424923261,-0.012745097007912895,615.3798536861848,107.5368320941925
72192,12,-6.7309889793396,-5.26555871963501,0.4848700729509195,-0.0009015594127049553,0.49831869304180143,-0.012547059419254462,616.1937572492948,117.15795421600342
78208,13,-5.213529109954834,-5.213529109954834,0.4416020502646764,-0.001339842070266665,0.45535534198085464,-0.012413447497723003,618.8329488600477,126.37982535362244
84224,14,-5.779962062835693,-5.213529109954834,0.446469692637523,-0.0031289384986052937,0.4618773398300012,-0.01227870857498298,624.7736815525509,134.80721497535706
90240,15,-4.012781143188477,-4.012781143188477,0.3254050419976314,-0.0023739598929747013,0.3401127073913813,-0.01233370635503282,628.2899945600843,143.62794375419617
96256,16,-3.326500177383423,-3.326500177383423,0.2637090581158797,-0.0010258963067442672,0.2768640362968047,-0.012129080233474572,632.2004824356064,152.25549912452698
102272,17,0.29636409878730774,0.29636409878730774,0.13753626253455878,-0.002993053558083473,0.15224772536506256,-0.011718409461900592,635.9896658050232,160.80764436721802
108288,18,-0.45755577087402344,0.29636409878730774,0.18006048407405614,-0.002273483448809808,0.19378820043057204,-0.011454232937345902,634.426474507841,170.6864457130432
114304,19,0.9847829341888428,0.9847829341888428,0.1861699181298415,-0.00526975051427497,0.20218223010500272,-0.010742561030201613,636.2203832971703,179.6610152721405
120320,20,3.17374587059021,3.17374587059021,0.18681240317722161,-0.005288620877545328,0.2021447769055764,-0.01004375310925146,635.7762362336208,189.2489733695984
126336,21,6.720300197601318,6.720300197601318,0.19310218791166942,-0.008123670180790625,0.21029460902015368,-0.0090687514282763,634.9512789490134,198.96959686279297
132352,22,10.021781921386719,10.021781921386719,0.3077278632670641,-0.0032328156254152417,0.31951160095632075,-0.008550921711139381,634.1963329929384,208.69247126579285
138368,23,11.07484245300293,11.07484245300293,0.4447628783682982,-0.00254149400159925,0.4548929169774055,-0.007588545054507752,629.7488420721277,219.71934008598328
144384,24,17.43865203857422,17.43865203857422,0.42599657699465754,-0.0007837090686581228,0.4337752990424633,-0.006995015463326126,629.1037229305778,229.50746393203735
150400,25,24.63262939453125,24.63262939453125,0.5015546878178915,-0.0018474131297727089,0.5097408848504226,-0.0063387831362585224,628.398286112419,239.33865404129028
156416,26,23.628009796142578,24.63262939453125,0.5514092974364757,-0.0011878895846437235,0.5583680252234141,-0.0057708375893222785,625.8739131023937,249.91615200042725
162432,27,25.060087203979492,25.060087203979492,0.5818188428878784,-0.001625502485902371,0.5882987188796203,-0.004854374763090164,625.7503978882311,259.57953929901123
168448,28,34.28401565551758,34.28401565551758,0.5184290714561939,-0.0030889986823199617,0.525683306902647,-0.00416523713308076,625.6641115365014,269.23072123527527
174464,29,36.32255554199219,36.32255554199219,0.5338755103449027,-0.0018576165998335152,0.539717901001374,-0.003984769197025647,621.2865062445769,280.8108630180359
180480,30,34.68807601928711,36.32255554199219,0.39683056076367695,-0.0025491335577090563,0.40362045367558796,-0.004240761064769079,617.6743170639171,292.19281911849976
186496,31,38.95932388305664,38.95932388305664,0.3715807201961676,-0.002769768839636457,0.3772889899710814,-0.0029385018278844655,615.2305426427844,303.13189458847046
192512,32,39.851478576660156,39.851478576660156,0.4372812459866206,-0.00377679047219317,0.4433415758113066,-0.0022835406804612526,615.911782649626,312.56424283981323
198528,33,42.52518081665039,42.52518081665039,0.36229596585035323,-0.0020109937042079194,0.3662480592727661,-0.0019410996484414986,616.8949848468088,321.81814551353455
204544,34,43.6275520324707,43.6275520324707,0.3330559182912111,-0.0017787520461543971,0.3360575726876656,-0.0012229017661714654,617.6885283977938,331.1442427635193
